Taxon,ERR3237337,ERR3237338,ERR3237339,ERR3237340,ERR3237341,ERR3237342,ERR3237343,ERR3237344,ERR3237345,ERR3237346,ERR3237347,ERR3237348,ERR3237349,ERR3237350,ERR3237351,ERR3237352,ERR3237353,ERR3237354,ERR3237355,ERR3237356,ERR3237357,ERR3237358,ERR3237360,ERR3237361,ERR3237362,ERR3237363,ERR3237364,ERR3237365,ERR3237366,ERR3237367,ERR3237368,ERR3237369,ERR3237370,ERR3237371,ERR3237372,ERR3237373,ERR3237374,ERR3237375,ERR3237376,ERR3237377,ERR3237378,ERR3237379,ERR3237380,ERR3237381,ERR3237382,ERR3237383,ERR3237384,ERR3237385,ERR3237386,ERR3237387,ERR3237388,ERR3237389,ERR3237390,ERR3237391,ERR3237392,ERR3237393,ERR3237394,ERR3237395,ERR3237396,ERR3237397,ERR3237398,ERR3237399,ERR3237400,ERR3237401,ERR3237402,ERR3237403,ERR3237404,ERR3237405,ERR3237406,ERR3237407,ERR3237408,ERR3237409,ERR3237410,ERR3237411,ERR3237412,ERR3237413,ERR3237414,ERR3237415,ERR3237416,ERR3237417,ERR3237418,ERR3237419,ERR3237420,ERR3237421,ERR3237422,ERR3237423,ERR3237424,ERR3237425,ERR3237426,ERR3237427,ERR3237428,ERR3237429,ERR3237430,ERR3237431,ERR3237432,ERR3237433,ERR3237434,ERR3237435,ERR3237436,ERR3237437,ERR3237438,ERR3237439,ERR3237440,ERR3237441
Unassigned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.779455960545581e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5154155865644475e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.649291955408256e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.456579949394453e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2801403900086926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06713780918728e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00010428434865733901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.379585326953749e-05,0.0002069108214359611,0.0,0.0,0.0,0.0001457039743561005,5.7320198819203905e-05,0.0,0.0,0.0,0.0,3.4892444041242866e-05,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Aigarchaeota; o__[Caldiarchales]; f__[Caldiarchaceae]; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.052956240235791e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__MBGA; o__; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001618967098990844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__MBGA; o__NRP-J; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010238408658768466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010145246106761806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.362399408217704e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8009084171116896e-05,6.281012499214873e-05,0.0,0.0
k__Archaea; p__Crenarchaeota; c__MCG; o__; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,1.7343797424446082e-05,0.0,0.0,0.0,3.4448705876949224e-05,0.0,0.0,0.0,1.5958125877696923e-05,0.0,0.0,0.0,0.0,0.0,0.00010204676657531052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.619975022172347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2415996054784694e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__MCG; o__pGrfC26; f__; g__; s__,0.0,0.0,0.00010984182776801405,0.0004931641962793501,0.0,0.00032278889606197545,0.0001474222781077917,0.00019680842340052154,0.00016265804940467153,0.00030538277319703617,0.00019520933330271226,0.0004241626444346936,0.0,0.0,9.574875526618154e-05,0.0005705413595720005,0.0003289473684210526,0.0003307024119229243,0.0010986964618249534,0.0009957395406539234,0.0007726398040702082,0.00023865082732286806,0.0011001705264315968,0.0005994215581963405,0.0005260994656802302,0.00029911909426738256,0.0,0.0007294685011448602,0.0001570977994223635,0.0,0.000351883932438285,0.0008589589417625838,0.0017218785237558285,0.0005472220433914891,0.0011732936027563088,0.0,0.0,0.00033590445384423985,0.0002184296365330848,0.00018484891319712506,0.0,0.0005650106800799284,0.0008949815546484468,0.00018154142635702216,0.0001695401549336185,0.0,0.0,0.0,0.0,0.0,0.00041480006636801064,0.0,0.0002790665224822967,0.0,0.0,0.0008337445338687448,0.0022441485218294447,0.001233674375760766,0.001441126920656829,0.0,0.0,0.0,0.0,0.0,6.442364992188632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6769437243762986e-05,0.0,0.0,9.078529278256922e-05,0.0001363744843339811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.966398421913878e-05,3.2754399325259374e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.701362625667535e-05,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.239950044344695e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.925207756232688e-05,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.826319797577812e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012584552461853074
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__Cenarchaeaceae,0.0,0.0,0.0003185413005272408,0.0007945423162278418,0.0,0.0,0.0,0.0,0.00029278448892840875,0.00022501888551360562,0.0002526238430976276,0.00045341524060260347,0.0,0.0,0.00010372781820503,0.00018706274084327883,0.00047514619883040935,0.0005952643414612637,0.0018063314711359404,0.0009141215455183559,0.0014432328415651058,0.00042426813746287653,0.00033005115792947905,0.0007492769477454257,0.0009864364981504315,0.0,0.0,0.0005572328828189905,0.0,0.0,0.0,0.0013099123861879402,0.0010818882759881755,0.0,0.0005214638234472483,0.0,0.0,0.0002488181139586962,0.0,0.0,0.0001838645706105617,0.0005512299317852959,0.0,0.0,0.000665119069354965,0.0,0.0004878247083214765,0.0,0.0,0.00011592474827768945,0.00021332574841783402,0.0001541188256145488,0.0,0.0,0.0,0.0005615014207687465,0.00205868170184354,0.0010691844589926637,0.0,0.0,0.0,0.0,0.0002852304126927534,0.0,0.0,0.0,0.0,0.0,0.0,8.205868837392503e-05,0.0,0.0,0.0,0.0,0.00016572754391779913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012140158125559586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030580489647604825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__Cenarchaeaceae; g__; s__,0.0,0.0,0.0,0.0,0.0,0.00021105427819436857,0.00019078177166890692,0.0,0.0,0.0,0.0,0.0,0.00010071888101323194,4.265210808044188e-05,0.0,0.0005611882225298365,0.0,0.0,0.0004283054003724395,0.0,0.0,0.0,0.0008251278948236977,0.0,9.864364981504316e-05,0.00034398695840748994,0.0,7.092054872241697e-05,0.00025377336829766407,8.247014580721778e-05,0.00021654395842355997,0.0,0.0,0.00043455868151677073,0.0,0.00010684559742715801,0.0,0.0001244090569793481,0.0,0.0,0.0,0.0,0.00039291873130907425,0.0,0.0,0.0,0.0,9.486615965974671e-05,0.0,0.0,0.0,0.0,0.00029650818013744024,0.0,0.0,0.0,0.0008902407359323418,0.0,0.0009742829886130675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001318168122928593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5029716046665196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__Cenarchaeaceae; g__Nitrosopumilus; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001285822202934889,0.0002641067450566107,0.0,0.0,0.0,0.0,0.00030865352239141006,0.00024366471734892786,0.0,0.0,0.000489707970813405,0.0,0.0002784259652100127,0.0,0.0,0.0,0.0,0.0,0.0003140767157707037,0.0,0.0,0.0,0.0,0.0005333252064730442,0.0,0.00022348449576310643,0.0,0.0,0.0,0.0003494874184529357,0.0,0.0,0.00016536897953558878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004934406424937469,0.000982974145925294,0.0005757147086883574,0.0009539854263502953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040580984427047225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__Cenarchaeaceae; g__Nitrosopumilus; s__pIVWA5,0.0002891008962127783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036565745209887377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82322866927121e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.442364992188632e-05,0.0,0.0,0.0,0.00016289887599775561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010207336523125997,0.0,0.00010843830763947877,0.0,0.0,6.724798816435408e-05,0.0,0.00147505891241388,0.00032234531666185974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__SAGMA-X; g__Nitrosotalea; s__devanaterra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87606579019748e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000560796991489081,0.0,0.00021473973544064594,0.0,0.0,0.00039109786758543625,0.0,0.0,0.0001492908683752177,0.0004951071761416589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013393907582037684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011250894957553442,0.0,0.0,0.0,0.0,0.0,0.00035508361373666323,0.0,0.0,0.0,0.00016586921850079745,0.0,0.0,0.0,0.0003301782962799912,0.0001905359664656699,0.0,0.00021586227986544586,0.00047503520350168806,0.0,0.0,0.0,0.0,0.0002660635891978183,0.0005338860624332642,0.00018467220683287164,0.00015730690577316344
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005119204329384233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001270040245431154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007309029325251805,0.0014526549180014527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002316474546357068,0.0,0.0,0.001833862914207898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005463071156501814,0.0020986209062615994,0.0,0.0021168568654602172,0.0,0.0004898994265294948,0.0011005943209333041,0.00036986393490394745,0.0009253117809385773,0.001403104819125398,0.0,0.0020665426741062203,0.0,0.0010642195432579076,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__,0.0011130384504191963,0.0002130288441054919,0.0001867311072056239,0.0022877339105180964,0.000917705309885607,0.0008566320703183195,0.0009018774660711963,0.0029521263510078233,0.0003361599687696545,0.0007554205442242474,0.0017913327056013595,0.0010823460582126663,0.0,9.596724318099422e-05,0.0003351206434316354,0.0006827790040779678,0.00209551656920078,0.0,0.000931098696461825,0.0,0.00086010846113476,0.0002784259652100127,0.00044006821057263876,0.0011838575774377725,0.0012659268392930538,0.0010020489657957315,0.0,0.0010536767238759092,0.00022960447607883893,0.0004948208748433067,0.00070376786487657,0.00038653152379316267,0.0005485630695151312,0.0004345586815167708,0.0005959586553682838,0.00048080518842221105,0.0002635794083656049,0.0006220452848967404,0.0003494874184529357,0.0003914447573586178,0.00045966142652640425,0.0007028181630262522,0.0003710899129030146,0.00018154142635702216,0.00018258170531312764,0.0,0.0,0.0005217638781286069,0.0006182246887310579,0.0004305776364599894,0.0007110858280594468,0.001598982815750944,0.002529040359995814,0.0006289407066148839,0.0006752520136979694,0.00040836466964999744,0.001965948291850588,0.001332368325821627,0.0035520733959851425,0.0011960236098167132,0.0016215036327917928,0.0015552319416363867,0.005865050360994741,0.005237203257005238,0.0018038621978128172,0.003957597173144876,0.0026418786692759297,0.007778260354562324,0.0012307915075385981,0.0017888794065515658,0.004081326431090104,0.006004422520836877,0.00608325367167811,0.00591987939624584,0.0022373218428902884,0.0011978157477540955,0.002015433499773037,0.0,0.00036406504628827015,0.0009498480243161094,0.0007976336867293695,0.0004073181494178745,0.0021843928894245256,0.0015217869160142707,0.002788141372808601,0.0014871693703810492,0.002912371869914057,0.0010334928229665072,0.002721673112734565,0.002295277511702301,0.0028241261058759115,0.0017609509134932863,0.0017932796843827755,0.0011709697758780226,0.0016009785756687233,0.001051863664896595,0.0024503291707259466,0.0016221942660398596,0.002250562640660165,0.0018508773521566351,0.00043710446796784433,0.00032975315620878084,0.0,0.00034607519270095957
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1145,0.0,0.0,0.0004942882249560633,0.0,0.0011738091172955438,0.0,0.0,0.001771275810604694,0.0005638812379361946,0.0018644421942555893,0.000769354431251866,0.0014333772122275851,0.0001510783215198479,9.596724318099422e-05,0.0,0.0009446668412585581,0.0,0.0009480135808457163,0.0011731843575418994,0.001175299129952172,0.0009913114467315878,0.0,0.0012239397106551515,0.0003596529349178043,0.0008877928483353884,0.0,0.0,0.0,0.0006163067515800413,0.0,0.001975963620614985,0.0,0.0010971261390302625,0.0007403592351767205,0.0,0.0,0.0,0.0002985817367504354,0.0,0.0006632813944132134,0.0,0.0006063529249638256,0.0005238916417454324,0.0,0.0008607423250476016,0.0,0.0012195617708036911,0.0007114961974481003,0.0,0.0,0.0008058972718007064,0.0011558911921091162,0.001186032720549761,0.0,0.000470264795253943,0.0,0.0,0.0,0.0,0.002127990059024542,0.002401072687018616,0.00172489360799672,0.004082360281665033,0.004243281471004243,0.0032695002335357305,0.0031625441696113074,0.004540117416829746,0.0034350692936391987,0.0015203895093123857,0.002182761110746406,0.003871258158901643,0.0028746385439700627,0.0038759016250977663,0.004982258746529885,0.003625290023201856,0.0020081028712348073,0.002905129369042215,0.0016876342436330162,0.000988176554211019,0.002314175186515612,0.0014290936887234537,0.0018159600828213571,0.003954504368785778,0.0024348590656228337,0.003590484213904601,0.0019576004977464832,0.0032407275219141704,0.0011483253588516747,0.004583870505658215,0.0030001265113589128,0.0026896439103580106,0.0025176095091349326,0.0023312635896976085,0.00262035194602075,0.0026443129283517117,0.001051863664896595,0.00230271897971836,0.0019863603257630935,0.0018492995341858722,0.001197626521983705,0.001615386077272468,0.0013347151560831607,0.0013157894736842105,0.0005191127890514394
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1170,0.0009395779126915294,0.0004686634570320821,0.0,0.0016438806542645003,0.00025610380740993685,0.0017256790981774843,0.00011273468325889954,0.0011480491365030423,0.0010843869960311435,0.0015108410884484948,0.001079392784144409,0.0014187509141436302,0.00026438706265973383,0.0,0.0,0.000486363126192525,0.0011695906432748538,0.00154327792230698,0.0007635009310986965,0.0006855911591387669,0.0007434835850486909,0.0016705557912600763,0.0008526321579844876,0.0007342914087905172,0.0008384710234278668,0.000822577509235302,0.002037055000485013,0.0005673643897793359,0.00013292890720353832,0.0,0.000135339974014725,0.0015031781480845216,0.0014171212629140889,0.0,0.0013409069745786387,0.0,0.00043591979075850045,0.0003110226424483702,0.0008300326188257222,7.611425837528679e-05,0.0002889300395308827,0.0,0.0,0.000782024605845634,0.0,0.00016539177175935497,0.0,0.0005850079845684381,0.0,0.0008280339162692104,0.0004740572187062978,0.0005586807428527395,0.0006976663062057417,0.0,0.0002893937201562726,0.0014122611492062413,0.0014466411958900553,0.0010198374839622331,0.0020703513508027686,0.001848400124262193,0.002104836446412423,0.0015693704138330811,0.006631607095106516,0.007110363546007111,0.004042584032598368,0.004664310954063604,0.005362035225048923,0.008745607454495203,0.0016651885101992795,0.002231996323770761,0.006257033535899167,0.005494131655043374,0.006274441644216563,0.008548894159174893,0.0037910175671196557,0.0015501144970935354,0.00283250113481616,0.0011932767379223348,0.0009188308311084914,0.001519756838905775,0.001595267373458739,0.0014086419334034825,0.0022032238626092195,0.0033479312152313962,0.0037509527821238016,0.002579783601681412,0.0030979641949575995,0.0008038277511961722,0.004663451590825892,0.0030724187164518986,0.003640625150091736,0.0015821043363416244,0.002185559615341508,0.0012937987733477453,0.003058048964760483,0.001170622465772017,0.00230271897971836,0.0031119645103621797,0.003454351960083044,0.0025585657515106424,0.0020904996294114292,0.0010520695936184913,0.0007617728531855956,0.0005191127890514394
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis,0.0,0.0,0.0,0.0,0.0,0.00023588419327605898,0.0,0.0004428189526511735,0.0,0.00041789221595383896,0.0,0.0003949100482667837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010610339367623774,0.0,0.0,0.0004950767368942186,0.0,0.0,0.0,0.0,0.00015197260440517923,0.0,0.0,0.0,0.0,0.0005180873434309573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014446501976544135,0.0,0.0,0.00030722395229649906,0.00019562325569263674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003523869579732186,0.0,0.0,0.0011028269648959304,0.001699460538214475,0.0005796773600644714,0.0037793029681789823,0.0033640429680033635,0.002125980447422249,0.002314487632508834,0.002544031311154599,0.004895960832313342,0.0,0.0012144685879340905,0.004291394703278566,0.0026705221976526623,0.003736855826887981,0.00492710459066424,0.003998176997016904,0.0009159767482825436,0.0022877893781207445,0.0010057618219631106,0.0007628029541278041,0.0,0.0011632157931469973,0.000831607888394827,0.0023350406749020787,0.001420334454946653,0.003229429935411402,0.0020638268813451296,0.0033406618507837707,0.0006889952153110048,0.0034379028792436614,0.0026748115884404765,0.003083484625803291,0.0013069557561082986,0.0016587837080540675,0.001834246362214525,0.002104657228688097,0.0,0.0015941900628819415,0.0014235582334635503,0.0022680088626807864,0.0015061060806764775,0.0012733043197324162,0.0009892594686263425,0.0011542012927054479,0.0
k__Archaea; p__Crenarchaeota; c__Thermoprotei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.298805832288711e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thermoprotei; o__; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0896628946609436e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
