Taxon,SRR10447626,SRR10447627,SRR10447628,SRR10447629,SRR10447630,SRR10447631,SRR10447632,SRR10447633,SRR10447634,SRR10447635,SRR10447636,SRR10447637,SRR10447638,SRR10447639,SRR10447640,SRR10447641,SRR10447642,SRR10447643,SRR10447644,SRR10447645,SRR10447646,SRR10447647,SRR10447648,SRR10447649,SRR10447650,SRR10447651,SRR10447652,SRR10447653,SRR10447654,SRR10447655,SRR10447656,SRR10447657,SRR10447658,SRR10447659,SRR10447660,SRR10447661,SRR10447662,SRR10447663,SRR10447664,SRR10447665,SRR10447666,SRR10447667,SRR10447668,SRR10447669,SRR10447670,SRR10447671,SRR10447672,SRR10447673,SRR10447674,SRR10447675,SRR10447676,SRR10447677,SRR10447678,SRR10447679,SRR10447680,SRR10447681,SRR10447682,SRR10447683,SRR10447684,SRR10447685,SRR10447686,SRR10447687,SRR10447688,SRR10447689,SRR10447690,SRR10447691,SRR10447692,SRR10447693,SRR10447694,SRR10447695,SRR10447696,SRR10447697,SRR10447698,SRR10447699,SRR10447700,SRR10447701,SRR10447702,SRR10447703,SRR10447704,SRR10447705,SRR10447706,SRR10447707,SRR10447708,SRR10447709,SRR10447710,SRR10447711,SRR10447712,SRR10447713,SRR10447714,SRR10447715,SRR10447716,SRR10447717,SRR10447718,SRR10447719,SRR10447720,SRR10447721,SRR10447722,SRR10447723,SRR10447724,SRR10447725,SRR10447726,SRR10447727,SRR10447728,SRR10447729,SRR10447730,SRR10447731,SRR10447732,SRR10447733,SRR10447734,SRR10447735,SRR10447736,SRR10447737,SRR10447738,SRR10447739,SRR10447740,SRR10447741,SRR10447742,SRR10447743
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__,0.0,0.0,0.0,0.003277017186134576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001949589193705612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023712415820923837,0.002671579917088899,0.0021088807310786534,0.0,0.0,0.0,0.0,0.0,0.003377356588365763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010975442447523668,0.0,0.0,0.0,0.0,0.0,0.0,0.00010998075336816057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017401896806751936,0.0,0.0,0.0072498029944838465,0.0013371537726838587,0.0007624493685966167,0.0,0.001034612490594432,0.00028454898985108605,0.0,0.00023432008123096148,0.0,0.00027285129604365623,0.0,0.0,0.0004615207107418945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005994284519411724,0.0,0.0,0.0,0.0,0.0,0.0,0.005525158244823517,0.0,0.0,0.0037002775208140612,0.010495953849851775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038484310242747188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008949837603753157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041838429828339385,0.0,0.0,0.0,0.0019861411484309484,0.0,0.0005695733895312411,0.0008441193021947102,0.00027495188342040145,0.0007337390478656825,0.0008552598480656035,0.0,0.0,0.0009283758065264819,0.0,0.001100594320933304,0.0008456421242530162,0.00020401917780271344,0.007665352606219886,0.0038284172974854254,0.0005117998294000568,0.0004946821667078902,0.002206461780929866,0.00038204393505253105,0.0,0.00180151954257069,0.000564334085778781,0.0,0.005435283279594657,0.005155041787081153,0.0007419085597700083,0.0006821282401091405,0.001205889819751206,0.0,0.0,0.0042847061195685045,0.0,0.0,0.00029895366218236175,0.0,0.0,0.0015391719255040787,0.009967240538091586,0.0022865183361181953,0.0,0.0,0.0,0.0,0.0,0.003647677287844652,0.0,0.007168458781362007,0.0033919210607462227,0.022273856261517507,0.011137071651090343,0.0013553808620222283,0.0,0.0039242450093840645,0.005075361427253153,0.003332828359339494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01202169769828471,0.0,0.003720238095238095,0.0,0.0,0.004185851820845542,0.012114202228039203,0.0,0.0035363982117835456,0.005192982456140351,0.0,0.0,0.0,0.0,0.0,0.0,0.013821922211507553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029918331042289967,0.0,0.0,0.018569051580698836,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005722020550052298,0.0003018246673069008,0.002175714877745545,0.008058326937835763,0.00030895528975592533,0.0006511476477291225,0.0,0.013224535734383792,0.006488864448721474,0.0011221891320298675,0.0023142325300598682,0.021301211378794066,0.0,0.01132618483962308,0.008359023002134218,0.004695869102648764,0.001973164956590371,0.0,0.0,0.006873749238667014,0.002274665908444697,0.000906917305631132,0.01103230890464933,0.0021967526265520535,0.0013342863950440791,0.004151327641575938,0.004232505643340857,0.0006639476429858675,0.003592814371257485,0.0029680543622588457,0.0026894185291662805,0.0,0.0007616146230007616,0.02982516283853274,0.0,0.008367779009980845,0.0009311546317433618,0.0009554748710108924,0.005680119581464873,0.0,0.004199247031566753,0.0033092196398337693,0.004669965846518436,0.0,0.00833673409899143,0.05023813181748348,0.0,0.008192435070594388,0.00643710252830774,0.0030039695311661835,0.013791509361275907,0.012056044314108831,0.0037002775208140612,0.003765723900328499,0.01573208722741433,0.004066142586066685,0.015593160272880303,0.004947961098788603,0.005229160258382036,0.005226480836236934,0.0,0.0,0.0015541740674955595,0.006179960448253131,0.0,0.0,0.03272235207282568,0.0,0.0,0.0006789890607317993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019717261904761904,0.0,0.006592361016718771,0.0,0.0,0.0,0.0,0.004210526315789474,0.009674068302817817,0.0,0.03782022615473073,0.0,0.0,0.0,0.0035358405657344907,0.0,0.00809138505473584,0.029013283986517743,0.00620198745507083,0.015517863587152654,0.0,0.0,0.0,0.0,0.01997250747958276,0.01421576370241668,0.0,0.010049916805324459,0.015303119482048263,0.016242081143011188,0.01514726507713885
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__BS11; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008885503935008886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004162812210915819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005180273518441774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001146131805157593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001375186846038864,0.0,0.0,0.0,0.0,0.0016709172456248352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__BF311; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006970098278385725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064754856614246065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014766504645296252,0.0,0.0,0.0,0.0,0.0019534429431873677,0.0,0.0039392234102419805,0.006488864448721474,0.0,0.0,0.014223492582006262,0.0,0.01053706540407557,0.00592838510789661,0.007043803653973146,0.0,0.0,0.0,0.004524493169755503,0.001592266135911288,0.0,0.0,0.0024832855778414518,0.004145818441744103,0.003211404401973839,0.008747178329571106,0.0,0.0016582220175034546,0.0010153870186674998,0.0009273856997125105,0.0,0.0,0.0034281796366129585,0.0,0.0007561246093356185,0.0006307821698906644,0.0,0.004783258594917788,0.01190157796202193,0.002027222704894295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00765721733463669,0.0,0.0,0.009657320872274144,0.0018975332068311196,0.0,0.0,0.010689018763457398,0.0,0.0,0.0,0.0,0.0037079762689518785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014074900793650796,0.0,0.0040097865977980155,0.0,0.0,0.0,0.0,0.011017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600873291825018,0.006160164271047227,0.0,0.0,0.0,0.007143819921822348,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.041044052008538716,0.04439187308655719,0.03413200723327306,0.006845324788814448,0.0,0.0,0.014671664943123061,0.021124264549514424,0.014589498313949487,0.0,0.039869562542299876,0.0012072986692276031,0.0020721094073767096,0.0,0.0,0.0024960659829616366,0.0034174403371874463,0.021384355655599326,0.01550728622491064,0.0037981786007164745,0.00804950445238215,0.049271811623792024,0.003255015683257383,0.03430348605115351,0.007825468342423524,0.009244992295839752,0.008794678092231365,0.003366316433744772,0.0008760402978537013,0.006873749238667014,0.007165197611600795,0.008244702778464837,0.03585500394011032,0.012702960840496658,0.007958065284727185,0.0028197697188062977,0.018340857787810385,0.0012804704543298872,0.005435283279594656,0.00976333671795673,0.002503941389223778,0.0016371077762619372,0.003363797918253364,0.04065821049022968,0.000923041421483789,0.00856941223913701,0.0007809684008170131,0.0026753296388304986,0.012795216741405083,0.00561647499331372,0.0034752389226759338,0.014314298907187934,0.02411654004321461,0.01662122944332073,0.09665947647641814,0.03833154094330926,0.010549872122762148,0.016384870141188775,0.033348844423762986,0.0,0.010401417674705293,0.01376669925057022,0.03268578476719087,0.007611569585770371,0.024922118380062308,0.028327460016264565,0.008505360148843802,0.006910083603480634,0.0,0.0283290410543857,0.06650047657452891,0.006838386140870754,0.014135583185316755,0.014502307185234015,0.0,0.0,0.06489113052035922,0.0,0.012030955322884828,0.013579781214635985,0.006522702805395479,0.04017917741278675,0.0,0.03787033593653155,0.03389149363697254,0.020744758833015686,0.0,0.03695436507936507,0.0688943894389439,0.026165556612749764,0.01883633319380494,0.0549704754367809,0.0253102775066239,0.05638219790485087,0.11964912280701755,0.031554343591741335,0.019117454497839467,0.040822845460934,0.004509921828021648,0.021415412956708627,0.027439024390243903,0.03342976534876246,0.064803645623911,0.04943224314952064,0.0,0.01613926280921841,0.013280404186214362,0.004240638251994538,0.0,0.01780911535945337,0.01428964001099203,0.08635885825179915,0.06791975991154636,0.027008593643432,0.010915141430948419,0.02163037080635668,0.037269173743092056,0.04586255259467041
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__acidifaciens,0.0,0.02240467575841915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009054740019207024,0.0,0.0,0.0008385929293375116,0.0,0.0,0.009379103357719002,0.0,0.0035392118779403515,0.0,0.0,0.0,0.0072413312909065585,0.004920559639554185,0.0,0.0,0.004284402733856983,0.022120017520805956,0.0,0.002274665908444697,0.0032978811113859347,0.005437352245862884,0.005062082139446036,0.0031451036454610438,0.004229654578209446,0.0,0.0,0.0,0.0030461610560024994,0.0,0.0,0.0003808073115003808,0.00980459376071306,0.0,0.0011089827603589072,0.00048059593896431575,0.0,0.008729446935724963,0.005215298208077026,0.0,0.0,0.0,0.004485093659308768,0.01043549233370256,0.0,0.0,0.0,0.035520397083915,0.0005364231305653899,0.0,0.003176930596285435,0.004933703361085414,0.0,0.0,0.003659528327460016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02763868114716785,0.0,0.0,0.0,0.03369899078543221,0.0,0.0,0.0,0.0,0.0,0.0,0.005572923746092157,0.0,0.011018445242588422,0.003834890531306652,0.0,0.0,0.00798597584729256,0.005761424643184496,0.0,0.0,0.0,0.01003147128245476,0.0,0.011995711030692937,0.0,0.0,0.0,0.0,0.0,0.0,0.017372973758813696,0.0,0.0,0.0,0.0,0.0,0.0,0.009435233859010649,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017087201685937233,0.0,0.001154797910365686,0.0,0.0,0.0,0.0010652778599751435,0.0035742468551269555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015248987371932333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008710801393728223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002477621483375959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__eggerthii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013029315960912053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006565372350403302,0.0,0.0005179334455522465,0.0010564974593751573,0.0,0.0,0.004316947500348141,0.00047427080863172874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023350011913271388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010164424514200298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006703135834810078,0.009530791788856305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008248556502612042,0.003107600673313479,0.0,0.0,0.0,0.005013229355243003,0.0,0.0,0.0037772014883301385,0.0,0.0,0.00278430348908031,0.001307932897355701,0.0,0.0,0.0,0.0,0.001174904049502624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004925350161613052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002483775338514542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017353273137697516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__plebeius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015944475708122303,0.005279076161671708,0.0,0.0015092820848216532,0.0,0.0013020062733029533,0.01736062758204521,0.0,0.005282852740479859,0.0,0.0,0.0,0.0018271991647089533,0.001080466306511231,0.0030505400280319895,0.0,0.0020057306590257878,0.0028591851322373124,0.003211404401973839,0.0014108352144469526,0.0005690979797021721,0.0016582220175034546,0.0,0.0,0.0,0.0013328255902513328,0.0,0.0,0.0,0.0,0.0,0.002212257100149477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007260198117270657,0.0,0.0,0.0,0.0,0.0,0.0,0.0010317013693490903,0.0,0.0,0.0,0.0,0.0,0.0034814092744743074,0.0013635285748162201,0.0005869836378310955,0.0,0.0005100479445067837,0.0,0.0007830853563038371,0.0,0.0,0.0,0.0,0.001858470335954253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007404868015083991,0.0,0.0012097993749369896,0.0,0.0,0.0005979073243647235,0.0,0.008181291630466261,0.0,0.0,0.0,0.013875123885034688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005529595015576324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003998031738221184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024958909113045598,0.0,0.0,0.0,0.002207505518763797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067994832392738154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002843152740483336,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Marinilabiaceae; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013207131851199648,0.0,0.0,0.0,0.0,0.0,0.0004946821667078902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018122255523802886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020814061054579094,0.0,0.0,0.0,0.0,0.0,0.004690864349430945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003158949071577163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015429122468659595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__; s__,0.0,0.0,0.0,0.003277017186134576,0.0,0.009938291653134134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034814092744743074,0.0,0.001173967275662191,0.0,0.0005100479445067837,0.0,0.0,0.0007392664202445266,0.0006595762222771869,0.0,0.0,0.0,0.0008615963029685909,0.0,0.0,0.0013818516812528789,0.0010153870186674998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003878042257288045,0.0,0.0,0.0,0.002814176413683933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004933703361085414,0.0,0.008411214953271028,0.0,0.0,0.003753625661149974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067562711133472295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
