Taxon,ERR3237337,ERR3237338,ERR3237339,ERR3237340,ERR3237341,ERR3237342,ERR3237343,ERR3237344,ERR3237345,ERR3237346,ERR3237347,ERR3237348,ERR3237349,ERR3237350,ERR3237351,ERR3237352,ERR3237353,ERR3237354,ERR3237355,ERR3237356,ERR3237357,ERR3237358,ERR3237360,ERR3237361,ERR3237362,ERR3237363,ERR3237364,ERR3237365,ERR3237366,ERR3237367,ERR3237368,ERR3237369,ERR3237370,ERR3237371,ERR3237372,ERR3237373,ERR3237374,ERR3237375,ERR3237376,ERR3237377,ERR3237378,ERR3237379,ERR3237380,ERR3237381,ERR3237382,ERR3237383,ERR3237384,ERR3237385,ERR3237386,ERR3237387,ERR3237388,ERR3237389,ERR3237390,ERR3237391,ERR3237392,ERR3237393,ERR3237394,ERR3237395,ERR3237396,ERR3237397,ERR3237398,ERR3237399,ERR3237400,ERR3237401,ERR3237402,ERR3237403,ERR3237404,ERR3237405,ERR3237406,ERR3237407,ERR3237408,ERR3237409,ERR3237410,ERR3237411,ERR3237412,ERR3237413,ERR3237414,ERR3237415,ERR3237416,ERR3237417,ERR3237418,ERR3237419,ERR3237420,ERR3237421,ERR3237422,ERR3237423,ERR3237424,ERR3237425,ERR3237426,ERR3237427,ERR3237428,ERR3237429,ERR3237430,ERR3237431,ERR3237432,ERR3237433,ERR3237434,ERR3237435,ERR3237436,ERR3237437,ERR3237438,ERR3237439,ERR3237440,ERR3237441
Unassigned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.466745246225581e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.653752091646287e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.165487207403376e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__MBGA; o__; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001905280348394121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__MBGA; o__NRP-J; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8120879649679994e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.306025035312454e-05,0.0,0.0
k__Archaea; p__Crenarchaeota; c__MCG; o__; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.119716026417735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__MCG; o__pGrfC26; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000919945194754355,0.0005000952562392837,0.0,0.002002533818300707,0.0,0.0,0.0,0.001962622297732732,0.0008798819255222525,0.0,0.0,0.0,0.0012425068119891007,0.0,0.0,0.0,0.0,0.0,0.0,0.0016993237385122247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017339084834644338,0.0002033277982988241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005110048545461182,0.0,0.0,0.0,0.004142537092615294,0.0,0.0022105780252169643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.630921217064155e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.631264782070053e-05,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__Cenarchaeaceae; g__; s__,0.0,0.0,0.0005563626247952276,0.0011852036678934564,0.0,0.0,0.0,0.0,0.0,0.0,0.0003071829615850641,0.0007944915254237289,0.0,0.0,0.0,0.001076531610882756,0.0,0.0,0.003105970820221505,0.0015747503853112644,0.0017342623299966531,0.0005438920918089851,0.0013474720253090398,0.0009650317892824705,0.0010864555211694213,0.00042192905966076903,0.0,0.0012643051771117166,0.0,0.0,0.0,0.0014179369018078695,0.0017068361731555869,0.0,0.0008670019074041963,0.0,0.0,0.0,0.0,0.0,0.0,0.0008718150627144384,0.0006343567622430855,0.0,0.0,0.0,0.000570884871550904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007327125629674858,0.005833368558988883,0.001891743455177885,0.001924021614540691,0.0,0.0,0.0,0.0003541076487252125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000230361667818475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.209251785159888e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.691087756573207e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__Cenarchaeaceae; g__Nitrosopumilus; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005000952562392837,0.0,0.0,0.0,0.0,0.0,0.0007030288827699338,0.0,0.0007901494699413973,0.0,0.0,0.0005667574931880109,0.0,0.0,0.0,0.0007089684509039348,0.0,0.0,0.0,0.0,0.0,0.0,0.0003448573152858005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000285442435775452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006716531827201953,0.0021135393329669867,0.0,0.001555591943671197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__Cenarchaeaceae; g__Nitrosopumilus; s__pIVWA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.200117869338372e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011779117979645684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020413718018508437,0.00042140750105351877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__SAGMA-X; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.624175929935999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__SAGMA-X; g__Nitrosotalea; s__devanaterra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008415798485156273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023977330523868344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002446109157621159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014646292047063418,0.0,0.0,0.00037940585043821375,0.0,0.00013154606085320774,0.0,0.0006180643348784942,0.0,0.0,0.0,0.0,0.0,0.0007549559203156202,0.00010786322942508899,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__; s__,9.646922631680494e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera,0.0,0.0,0.0,0.0,0.0,0.002696602866606091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008624820316243412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010623363812269984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__,0.0003215640877226831,0.0,0.0,0.002619923897448693,0.0,0.0,0.0007309199439628043,0.003207950685620833,0.0017883230063976624,0.0,0.0006655630834343056,0.001853813559322034,0.0,0.0,0.0,0.0,0.0016431701276433605,0.0,0.0023294781151661286,0.0,0.0,0.0007342543239421299,0.0008202003632315894,0.0012204813805631245,0.002864291828537565,0.0017158448426204608,0.0,0.0,0.0,0.0011317797962796367,0.0015878056525881232,0.0,0.0,0.0,0.0010750823651812034,0.0,0.0,0.0,0.0,0.0010000600036002161,0.0007299492077009641,0.0,0.0005074854097944684,0.0,0.0,0.0,0.0,0.0012504262816869388,0.0,0.0007602197726251771,0.0009701241362925419,0.0009867203881100193,0.0029200277402635323,0.0,0.0,0.0,0.0016485606797142494,0.0011899676572893147,0.004503029310627149,0.0,0.0010327812416325594,0.0,0.00961992445703494,0.0039019545244936326,0.0,0.009137655479118894,0.0,0.0010805359458291313,0.003269635980527501,0.001691356584626152,0.004012922113977083,0.004770318021201414,0.0067928629653111125,0.01373582494809136,0.0,0.0004123427943096694,0.0,0.004089588747897875,0.0018256837185525979,0.0007915017704644866,0.0,0.0,0.0016764979819931698,0.0009331960355258077,0.002687140115163148,0.004947229551451188,0.004882088836580794,0.0006477955321738448,0.005004149782746668,0.00031111456793964375,0.004099488251802124,0.0033956823614220127,0.0022937619299680796,0.0025519935805522302,0.00195971692977681,0.001320410169967692,0.0,0.0026088290961174486,0.0025359722145653013,0.0012019845532197841,0.0,0.0,0.0019055837198432388,0.0010194479297365119
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1145,0.0,0.0,0.0004636355206626897,0.0,0.0,0.0,0.0,0.002295886275003145,0.0,0.002814210471961169,0.0,0.0027365819209039547,0.0003510115514710575,0.0,0.0,0.001467997651203758,0.0,0.0,0.0,0.0,0.0,0.0,0.000966664713808659,0.0,0.0,0.0,0.0,0.0,0.0005444399074452157,0.0,0.0,0.0,0.0,0.0005128789605653066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001096799595027842,0.0,0.0,0.0,0.0,0.0,0.000795725815618961,0.0,0.0,0.0011681086539032648,0.0018501007277062862,0.002080519764937767,0.0,0.0002773396196980465,0.0,0.0,0.0,0.0,0.0045129748025573525,0.0052786596794553034,0.002968143881509345,0.005901794145420208,0.007165407399524671,0.00490768069188002,0.0,0.00594959074027332,0.007779858809969745,0.0,0.00198296978887204,0.005375801322497602,0.004976442873969375,0.006098481417745977,0.0064206995687589846,0.008600168931889734,0.0,0.005637886597938144,0.0,0.0,0.0031660070818579464,0.0020722862192966416,0.0024090741794091076,0.0043154299906861225,0.002767408932938602,0.005199790612458559,0.0,0.004642343402641559,0.0009618782144399514,0.006712883854904067,0.004070415597210339,0.0031227645408022893,0.0016504154494062298,0.00239000368926744,0.0037753719464870624,0.003701687534022863,0.001685630004214075,0.004474799811587376,0.0018926799324773646,0.002315452891559623,0.0014321518080916578,0.0018301610541727673,0.0017777994252593638,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1170,0.00038587690526721975,0.0004478137094968493,0.00043272648595184374,0.002682303037864138,0.0,0.0,0.0,0.0033652031702100893,0.0008060047352778198,0.001626562015904162,0.0016895062887178525,0.0018832391713747645,0.0,0.0,0.0,0.0011743981209630064,0.0010478186321204038,0.0012621140410187064,0.0,0.001876298331434698,0.001916816259469985,0.0,0.0018161579471556624,0.0,0.0,0.0,0.002481016464927449,0.0009155313351498637,0.0002994419490948687,0.0,0.0,0.0,0.0025308260498513877,0.000598358787326191,0.0,0.0005102330064062589,0.0004868430661376305,0.0005523095258858754,0.0006035003017501509,0.0,0.0,0.0,0.0,0.0003727676302145108,0.0,0.0,0.0,0.0,0.0,0.0,0.0004949612940268071,0.0,0.0012410117896120014,0.0,0.0006413478705517325,0.0012822469851931002,0.0,0.0015866235430524196,0.0016374652038644178,0.005933726129288371,0.0066174501778678806,0.004055483719289996,0.011419971671388102,0.014827427193075804,0.009472166929782415,0.00837328886109374,0.011286193343669997,0.01379484224175191,0.0,0.003936778257319491,0.010070163040734945,0.010954063604240283,0.010023246686592399,0.01370388116914231,0.006757275589341934,0.0032987423544773554,0.006411082474226805,0.0,0.00040165041808157156,0.0039575088523224325,0.003169378923630158,0.0019071837253655435,0.0033529959639863396,0.005792251254987772,0.0058977490839295064,0.0032274783264229175,0.0047295235604376444,0.0015507832436889011,0.006737294341649172,0.00495190687303933,0.004746051835140043,0.001043366088705088,0.00333638098904448,0.0017890264276036255,0.0036744692433315186,0.0,0.004521902967498823,0.0049107371221034325,0.005209769006009152,0.004270881284844765,0.0022806622367383712,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis,0.0018007588912470256,0.0,0.0,0.0,0.0,0.0011431251282351907,0.0,0.0,0.0,0.0005680057833316121,0.0012969947266924927,0.0008239171374764595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025464048783756616,0.0011257492317522134,0.0,0.000966664713808659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008323218311080284,0.0,0.0,0.0,0.0,0.0,0.00021290185224611454,0.0002531075988525789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00312803821279114,0.0,0.0,0.0024236346161882077,0.0032130971961901846,0.0,0.005223087818696884,0.006775211947075308,0.0035349028759695243,0.005628517823639775,0.005012079472109039,0.010481198674542573,0.0,0.002187099031844162,0.007823936197062238,0.003474676089517079,0.0076683875252845455,0.006995687589841878,0.005106350303309529,0.0017180949762902894,0.005380154639175258,0.0013377159455740713,0.0010954102311315588,0.002999375130181212,0.0,0.0015391307257335966,0.002825209562247749,0.002735229759299781,0.004222648752399232,0.0030861289106671693,0.005623120177847522,0.0009029877115150564,0.005052970756236879,0.0047185709470845974,0.004457161723435866,0.0024471677353264786,0.00245416486213368,0.002696694247490759,0.003592814371257485,0.0,0.003909561940650024,0.0,0.004217432052483599,0.001918060457265613,0.0016893794346210158,0.0010715503385124933,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thermoprotei; o__; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.428150021070375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermoproteaceae; g__Pyrobaculum; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031921994254041034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005147916809664356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halococcus; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001237414927723719,0.0011841326228537595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002295069425850132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__,0.0011576307158016593,0.0,0.0,0.0,0.0007689021785561726,0.0009672597238913152,0.00028424664487442387,0.0,0.000377814719661478,0.0004905504492409377,0.00025598580132088673,0.0007356403013182674,0.0,0.0,0.0,0.00035231943628890195,0.0,0.0007212080234392607,0.0011443050390289753,0.0005695905648998191,0.0006389387531566617,0.0006798651147612314,0.0005272716620774503,0.0,0.0005596892078751564,0.0,0.0,0.00039237057220708446,0.0,0.0,0.0,0.0,0.0,0.0,0.0005548812207386856,0.0,0.0,0.0003488270689805529,0.0,0.0,0.0,0.0,0.0,0.0,0.0005775172533279432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040936630096610445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027941633033219497,0.0,0.0,0.0,0.0,0.0,0.0035883415515305375,0.0,0.0,0.0,9.624175929935999e-05,0.0,0.00027218290691344586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010786322942508899,7.841907151819322e-05
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__,0.0,0.0,0.0,0.00196494292308652,0.0020076890217855616,0.0008500161209953982,0.0,0.0,0.0,0.00018072911287824023,0.00013652576070447294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004690745828586745,0.0005780874433322177,0.0005166974872185358,0.0,0.0004257493188010899,0.0,0.0,0.0,0.0,0.0,0.004585159174671349,0.012702445220704985,0.011894915120721572,0.00879903475471587,0.011824709368589013,0.016056875325125716,0.002239355972560803,0.0,0.008633469957268684,0.004741788085179757,0.0018201092065523931,0.002889382280482983,0.010489903819112436,0.0023259747948913135,0.0024738215459690262,0.0012127862319886806,0.0,0.003235014272121789,0.0019324769807889054,0.0,0.0030754345347109436,0.004276465580391613,0.001151173786128356,0.005657553746760594,0.000597633371847484,0.0007453502279385,0.005922759883987177,0.0012258528131208523,0.014798315738085066,0.009456361552317013,0.0,0.0,0.0,0.0011803588290840415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010095401544596437,0.0,0.0,0.0,0.0,0.0,0.0001288659793814433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001814834979647922,0.00020635007978869751,0.0001707326326971962,0.00025664469146496,0.0,0.00021774632553075667,0.0,0.0,0.0,0.0,0.0,0.00022525059128280213,0.0,0.0,0.0
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanosphaera; s__,0.0,0.0,0.0,0.0003430852722849479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanothermobacter; s__tenebrarum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.745533409067438e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003650034675329416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.209251785159888e-05,0.0004826876045823143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44689717310508e-05,0.0,0.0,0.0
