Taxon,ERR5261893,ERR5261895,ERR5261896,ERR5261898,ERR5261899,ERR5261900,ERR5261901,ERR5261902,ERR5261903,ERR5261904,ERR5261905,ERR5261906,ERR5261907,ERR5261908,ERR5261909,ERR5261910,ERR5261911,ERR5261912,ERR5261913,ERR5261914,ERR5261915,ERR5261916,ERR5261917,ERR5261918,ERR5261919,ERR5261920,ERR5261921,ERR5261922,ERR5261923,ERR5261924,ERR5261925,ERR5261926,ERR5261927,ERR5261928
k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007117827420061323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002487562189054726,0.0,0.0,0.0002296211251435132,0.00046396535725332506,0.00032829940906106366
k__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Euzebyales; f__Euzebyaceae; g__Euzebya; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002827454584010744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007222586999343401
k__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Nitriliruptorales; f__Nitriliruptoraceae; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005216484089723526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015017430946634486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006436041834271923,0.0,0.00043532338308457713,0.0,0.0,0.00030616150019135096,0.0,0.0
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__AK1AB1_02E; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002190100744634253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,0.0,0.0,0.0,0.006901840490797546,0.0,0.004369604604071192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004380201489268506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036470903727540897,0.002128927871923699,0.0006840796019900498,0.0,0.0,0.007577497129735936,0.0,0.0007222586999343401
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006218905472636816,0.0,0.0,0.007807118254879449,0.0,0.0
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004380201489268506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000808457711442786,0.0,0.0,0.0,0.0001546551190844417,0.0013131976362442547
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__,0.0,0.0,0.004237849291484572,0.007515337423312883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__Conexibacter; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003406284595077919,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026508384717339943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058581037101323495,0.0,0.0,0.0031643872351836953,0.0,0.0010572139303482587,0.0,0.0,0.00030616150019135096,0.0,0.0
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__Patulibacter; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002016942315449778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022801117254745484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012246460007654038,0.0,0.0
k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000262639527248851
k__Bacteria; p__Bacteroidetes,0.0,0.0,0.0,0.0006901840490797546,0.0,0.00021315144410103377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002827454584010744,0.0,0.001140055862737274,0.0009307928164695576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012773567231542196,0.0,0.0,0.0,0.0,0.0003093102381688834,0.000262639527248851
k__Bacteria; p__Bacteroidetes; c__BME43; o__; f__; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002577585318074028,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008212877792378449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031643872351836957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__,0.0,0.0,0.0,0.0011503067484662577,0.0,0.0,0.0,0.0,0.0033423615513167746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015960782078321839,0.0024091108190976785,0.0,0.0,0.0,0.0,0.0,0.00016174686615446826,0.0,0.004022526146419951,0.00042578557438473983,0.0,0.0,0.0,0.0,0.0013403443653984947,0.0001313197636244255
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__5-7N15; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001313197636244255
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012101653892698668,0.0,0.0,0.0,0.0,0.0,0.0,0.0014137272920053722,0.0,0.0,0.0006022777047744196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032960199004975124,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.0,0.0,0.0,0.0036809815950920245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014904240256352933,0.0,0.0,0.0,0.0,0.0,0.003876189933306732,0.0028471309680245293,0.0,0.0,0.0,0.0,0.0,0.0026688232915487264,0.0,0.008956824886028426,0.0015328280677850633,0.0,0.0,0.0,0.0,0.0005155170636148056,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__acidifaciens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034062845950779187,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010830530696004103,0.0,0.0,0.0,0.0,0.0,0.0,0.0022644561261625554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__coprophilus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000808457711442786,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006915230795827811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012872083668543845,0.0006812569190155838,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023101572397347045,0.0,0.0,0.0,0.0,0.0,0.0,0.0019710906701708277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031107535532314294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__plebeius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005475251861585633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016791044776119403,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046101538638852074,0.0,0.0,0.0,0.0,0.0,0.0,0.0012016681982045664,0.0,0.0,0.00038326763031099433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013131976362442547
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Paludibacter; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035343182300134304,0.0,0.0014820726215584563,0.0009855453350854138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007410363107792281,0.0007665352606219887,0.0,0.0,0.0,0.0,0.0013018008244738556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__gordonii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007665352606219887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018771788683293108,0.0,0.0,0.0,0.0,0.0,0.0,0.000525279054497702
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__,0.0,0.0,0.0,0.0032208588957055215,0.0,0.0,0.0,0.0,0.01371520774505849,0.0,0.0,0.0037260600640882328,0.0,0.0,0.0,0.006997950095426592,0.0,0.009918486005814285,0.001806833114323259,0.0,0.0,0.0,0.0,0.0,0.0007278608976951071,0.0,0.005631536604987932,0.00587584092650941,0.0,0.0,0.0,0.0,0.010207237859573151,0.006828627708470125
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__endodontalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007491500028813462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Tannerella; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001413727292005372,0.0,0.000969047483326683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013110642421478652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__,0.0,0.0,0.0,0.0072852760736196315,0.0,0.0,0.0,0.0,0.0022474500086440384,0.0,0.0,0.007154035323049408,0.0,0.0,0.0,0.0036050045946136988,0.0,0.013053639628341789,0.00536574682435392,0.0,0.0,0.0,0.0,0.01594706009980473,0.0,0.0,0.0018235451863770449,0.003917227284339606,0.0001243781094527363,0.0,0.0,0.00168388825105243,0.0017527580162903392,0.00216677609980302
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri,0.0,0.0,0.0,0.018941717791411045,0.0,0.0033038473835660235,0.0,0.0,0.0016135538523598225,0.0,0.0,0.0036515388628064684,0.0,0.0,0.0,0.0,0.0,0.01812688821752266,0.010402978537012702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002128927871923699,0.0,0.0,0.0,0.0,0.0,0.014839133289560078
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__intermedia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010402978537012702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica,0.0,0.0,0.0,0.008052147239263804,0.0,0.0,0.0,0.0,0.008528784648187633,0.0,0.0,0.0024591996422982337,0.0,0.0,0.0,0.002474022761009401,0.0,0.0031921564156643678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006386783615771097,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__nanceiensis,0.0,0.0,0.0,0.0011503067484662577,0.0,0.0,0.0,0.0,0.0027084653950325594,0.0,0.0,0.0006706908115358819,0.0,0.0,0.0,0.0004241181876016117,0.0,0.0,0.0015330705212439773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__pallens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004610153863885207,0.0,0.0,0.0008197332140994113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007664140338925317,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__stercorea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017288076989569528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001247537754432042
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016174686615446826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014820726215584563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001243781094527363,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012101653892698668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011400558627372742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028425851434700994,0.0,0.0,0.0,0.0,0.0,0.0,0.0001969796454366382
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__onderdonkii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008678672163159037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__putredinis,0.0,0.0,0.0,0.0014570552147239264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012540614490110014,0.001314060446780552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.0,0.0,0.0,0.0,0.0,0.006074816156879462,0.0,0.0,0.003976257707600991,0.0,0.0,0.0,0.0,0.0,0.0,0.006008340991022832,0.0,0.00045602234509490967,0.0,0.0,0.0,0.0,0.0,0.0,0.001860088960776385,0.0,0.030303030303030304,0.004513327088478242,0.00783582089552239,0.0,0.0,0.00015308075009567548,0.0021651716671821837,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008706467661691543,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004033884630899556,0.0,0.0,0.0,0.0,0.0,0.0,0.00021205909380080584,0.0,0.0019380949666533659,0.0006022777047744196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015017430946634486,0.0,0.0,0.0,0.0,0.0,0.0005155170636148056,0.000984898227183191
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__tannerae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008550418970529556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cyclobacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035343182300134304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cyclobacteriaceae; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020620682544592226,0.0
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011525384659713018,0.0,0.0,0.0005216484089723526,0.0,0.0,0.0,0.0,0.0,0.0018810921735165024,0.0006022777047744196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010310341272296113,0.0
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004927726675427069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Dyadobacter; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046101538638852074,0.0,0.0,0.000447127207690588,0.0,0.0,0.0,0.0002827454584010744,0.0,0.0006270307245055007,0.0012045554095488392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007664140338925317,0.0,0.0,0.0,0.0,0.0009279307145066501,0.0
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Runella; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001413727292005372,0.0,0.0006840335176423644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001969796454366382
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000570027931368637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005130251382317733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__Flexibacter; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020620682544592226,0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002577585318074028,0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021205909380080584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023050769319426037,0.0,0.0,0.0,0.0,0.0,0.0,0.0001413727292005372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006972378653794583,0.0,0.0,0.0,0.0,0.0,0.00020620682544592226,0.0
