Taxon,SRR8568985,SRR8568986,SRR8568987,SRR8568988,SRR8568989,SRR8568990,SRR8568991,SRR8568992,SRR8568993,SRR8568994,SRR8568995,SRR8568996,SRR8568997,SRR8568998,SRR8568999,SRR8569000,SRR8569001,SRR8569002,SRR8569003,SRR8569004,SRR8569005,SRR8569006,SRR8569007,SRR8569008,SRR8569009,SRR8569010,SRR8569011,SRR8569012,SRR8569013,SRR8569014,SRR8569015,SRR8569016,SRR8569017,SRR8569018,SRR8569019,SRR8569020,SRR8569021,SRR8569022,SRR8569023,SRR8569024,SRR8569025,SRR8569026,SRR8569027,SRR8569028,SRR8569029,SRR8569030,SRR8569031,SRR8569032,SRR8569033,SRR8569034,SRR8569035,SRR8569036,SRR8569037,SRR8569038,SRR8569039,SRR8569040,SRR8569041,SRR8569042,SRR8569043,SRR8569044,SRR8569045,SRR8569046,SRR8569047,SRR8569048,SRR8569049,SRR8569050,SRR8569051,SRR8569052,SRR8569053,SRR8569054,SRR8569055,SRR8569056,SRR8569057,SRR8569058,SRR8569059,SRR8569060,SRR8569061,SRR8569062,SRR8569063,SRR8569064,SRR8569065,SRR8569066,SRR8569067,SRR8569068,SRR8569069,SRR8569070,SRR8569071,SRR8569072,SRR8569073,SRR8569074,SRR8569075,SRR8569076,SRR8569077,SRR8569078,SRR8569079,SRR8569080,SRR8569081,SRR8569082,SRR8569083,SRR8569084,SRR8569085,SRR8569086,SRR8569087,SRR8569088,SRR8569089,SRR8569090,SRR8569091,SRR8569092,SRR8569093,SRR8569094,SRR8569095,SRR8569096,SRR8569097,SRR8569098,SRR8569099,SRR8569100,SRR8569101,SRR8569102,SRR8569103,SRR8569104,SRR8569105,SRR8569106
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Peptococcus; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00353809093646492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025437677689660334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__rc4-4; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006488128106018774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008485150985774894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005494984736153511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae,0.011001856563295056,0.00597724789510894,0.0,0.010633890346637205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005029299127947215,0.00030185945423810673,0.001454898157129001,0.006549178375803762,0.002109259649862898,0.003641660597232338,0.0,0.002680136068446552,0.00016138142499798273,0.007960413080895009,0.0,0.014669703872437358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012472431363601795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004962779156327543,0.0,0.0,0.0,0.0,0.014493809176984705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03621699764132998,0.0,0.0,0.0,0.0,0.0,0.0,0.03925967470555244,0.0,0.00225,0.0044965092888415575,0.0,0.0,0.0,0.0,0.007855626326963907,0.003255079897415664,0.003690957154970323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202416918429003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008539304521087338,0.0,0.0036686619038424407,0.00285750571501143,0.006598518037752177,0.0,0.0,0.004660054964750866,0.004612809731803894,0.009000900090009001
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__,0.005638451488688716,0.004370460826531268,0.012022724270048883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003464043231259526,0.029471302691116932,0.0004218519299725796,0.0010924981791697016,0.0,0.0008246572518297083,0.0002420721374969741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023601277245592113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013026819923371647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0,0.05075151278547726,0.0,0.0,0.006833258516634246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007116087100906116,0.0,0.0,0.0007620015240030479,0.003137000378603494,0.005110476476777393,0.002600581306409668,0.001314374477237424,0.0006123198759031718,0.01775632108665412
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036602612095499544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__[Clostridium],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016138142499798273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019293168464439184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006985013970027941,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__[Clostridium]; s__difficile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018976232269082974,0.0,0.0,0.0,0.0,0.002655443659501979,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae,0.01842810974351922,0.01092615206632817,0.01968555951909103,0.03956635823781245,0.0,0.0,0.012931637075353,0.0,0.0,0.008000948260534583,0.03541117939713199,0.006590439892012068,0.0014917951268025858,0.0018066847335140017,0.0,0.0,0.0,0.005382055095248212,0.0,0.001733388361535287,0.003552807640843446,0.0012678097078000483,0.0017320216156297631,0.002083829483210288,0.0004218519299725796,0.0,0.0,0.0,0.0007262164124909223,0.0018287435456110154,0.0,0.002733485193621868,0.009608900876601482,0.0,0.0,0.0,0.005312275664034458,0.00950992641954741,0.0,0.00670444568600846,0.0,0.0058259869681870444,0.0036727456940222896,0.014091440526736816,0.020326878176074713,0.041766268260292165,0.01378462334972819,0.0037295393328268525,0.015210282150733896,0.0,0.008035162420163451,0.0,0.0,0.009795991731823493,0.02252252252252252,0.022225482285630455,0.009820184460221617,0.010160880609652836,0.012957661594093717,0.004239901325932778,0.002870944221655122,0.000973093952221087,0.0,0.009601351870343344,0.0,0.0,0.0,0.0,0.0,0.0,0.023616881696916683,0.0,0.0,0.006365706943876657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.001538279493551059,0.03481401782969566,0.0031570639305445935,0.001661274809827752,0.0,0.007537154989384289,0.0009370684553166305,0.0034415681580128683,0.016572176188399478,0.0,0.01459160766706959,0.009947978461257643,0.010679611650485437,0.0,0.0,0.0,0.03402606551602677,0.01611785095320624,0.03746140094262961,0.0,0.0,0.0,0.010323334631865992,0.0,0.0013511484762047741,0.0035994071564683463,0.008660011899252992,0.0,0.0017078609042174677,0.0,0.002027418420544507,0.001079502159004318,0.00443506950078425,0.00315647076506839,0.0034419458467186783,0.0009559087107181264,0.0039188472057803,0.0010637427379101548
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.04345733342501547,0.028600809820682565,0.029462280354075835,0.03784007733738434,0.07839697746592902,0.016838222169334206,0.028449601565776597,0.0,0.009366826835350648,0.0,0.018656716417910446,0.008257900587581388,0.004688498969950984,0.025895814513700693,0.0,0.0,0.0,0.0,0.010690732384588685,0.0034667767230705734,0.0,0.0006037189084762135,0.0032562006373839545,0.0027982853060252444,0.0,0.0,0.0,0.001958560973095557,0.002904865649963689,0.0,0.004775698739528694,0.0,0.015593391773432231,0.0,0.0,0.0021149633658131277,0.0,0.017700957934194086,0.0,0.015723521430281745,0.005374760712707996,0.0,0.004179331306990882,0.0,0.01442109600329625,0.011620185922974768,0.0,0.0032460805304233716,0.0054757015742642025,0.0,0.027539317354577292,0.048880646443237516,0.027451959071624656,0.01527815224229352,0.02767052767052767,0.018557910951368006,0.019507663725034836,0.014329447013612974,0.013937019737833359,0.028677150786308975,0.0031899380240612467,0.00029192818566632606,0.0,0.005530378677317766,0.022083567021873248,0.0,0.0,0.007760711398544866,0.0,0.0,0.0,0.0,0.0,0.0,0.03393441375637221,0.04490421455938698,0.050900810394481286,0.0,0.0,0.0,0.0,0.0,0.0,0.0030499999999999998,0.0014988364296138524,0.016369505072241008,0.003683241252302026,0.0018798636005945616,0.0,0.0035031847133757963,0.0,0.003142301361663923,0.048495420846053204,0.04291903601408069,0.012951131065446382,0.046819384868120845,0.02045769764216366,0.028870231256444247,0.05531877108861658,0.061803165863730206,0.022754491017964073,0.015944540727902946,0.013895660653339834,0.0,0.001933534743202417,0.013473721781029714,0.005453837164004674,0.0,0.0,0.0,0.0,0.0,0.0024194696143080793,0.0005758525817390748,0.0034755744352191545,0.0,0.007247552598842555,0.0014028758955859514,0.0,0.0017923288325964871,0.0015512103522880352,0.002291138204729564
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__,0.0,0.006748505688026223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006828648562807686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010047014877310492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008866166192078695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022994952327537857,0.0,0.0,0.0,0.0,0.00114005086380777,0.0,0.0,0.0024416135881104033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006427736657576938,0.007328118567311651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006513352372363345,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Butyricicoccus; s__pullicaecorum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021544165539355677,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009863878477017164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01333968556455455,0.007530013497194004,0.01061427280939476,0.0,0.0,0.0,0.0,0.0,0.0,0.0010150878973838417,0.0031997102149239312,0.0022862685326312873,0.0027387473207906646,0.002214722632356043,0.0032774945375091042,0.0,0.0011339037212658488,0.008149761962398128,0.00290447504302926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008202697776157491,0.0027246630662190433,0.0005466187724504139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026862807803006076,0.0,0.003953853653252451,0.0062,0.005758687334832169,0.0,0.0,0.0027542187636617993,0.0,0.0036093418259023355,0.0,0.010474337872213078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024773413897280967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008064898714360264,0.0016635741250239939,0.005696080324386947,0.001524003048006096,0.006382173184055384,0.009719925847988376,0.00818418234664219,0.0007169315330385948,0.0019594236028901498,0.0004909581867277637
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Gemmiger; s__formicilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00554095332812389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026886620488516225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00205,0.0028793436674160846,0.0,0.005612558098745944,0.004546646847949637,0.0,0.0,0.0,0.0013467005835702528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047440580672707437,0.0,0.0,0.0,0.0,0.0018538002905957212,0.0012238029677221968,0.0007766758274584777,0.0,0.0004909581867277637
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira,0.006394829127415251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006201132380695605,0.0,0.0,0.0,0.0,0.008964893777309026,0.0,0.0,0.0,0.001405591129158207,0.0,0.0,0.0,0.0,0.005012126111560227,0.005271481286241434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011711887565879367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002288488210818308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.08340782507048063,0.08914454656468924,0.050270841590698896,0.06407954702389174,0.012953717447038186,0.07312429344915809,0.004263945197819097,0.044794765020820936,0.04981448816981936,0.0,0.009072285630670179,0.04287756074321105,0.004688498969950983,0.013324299909665764,0.010974599668691331,0.021395634798647402,0.035040616825003444,0.0025493945188017845,0.03214161749392572,0.04028064382996285,0.01231947584552208,0.0028374788698382033,0.006165996951641956,0.006013336508692546,0.0026365745623286225,0.0030347171643602816,0.005542836486323654,0.004638697041542109,0.003792463487452594,0.0048407917383821,0.00822046504345103,0.020045558086560365,0.07830411328388402,0.030591872222580023,0.05051329118226936,0.0,0.0021536252692031586,0.022490628904623073,0.019279860271395943,0.0065448160268177825,0.05750257694006774,0.048830969720199305,0.03096504559270517,0.019752630607347242,0.03687680263700041,0.03864541832669323,0.0,0.022308170453760618,0.037037037037037035,0.0,0.01545223542339125,0.024705258974698635,0.027618334581149654,0.048350858272670084,0.006006006006006006,0.015037042470476051,0.06124344768097672,0.027812153976421547,0.01167696248304957,0.0269041011409189,0.00533175355450237,0.009341701941322434,0.019131657035764485,0.01682156847684154,0.028323051037577117,0.0,0.016096139839766935,0.02198868229587712,0.0,0.002721868061027147,0.0,0.0,0.0,0.02131635811481633,0.0,0.05754789272030651,0.0040854597816623135,0.07706380059455752,0.07028990381381583,0.0496824503577458,0.015861848417013113,0.0,0.005903699290472838,0.010899999999999998,0.00997909517611328,0.03904088533661235,0.011838989739542227,0.031433068112267204,0.003903962521959789,0.018046709129511677,0.0020220950877885184,0.008628859294727917,0.04369821194941125,0.0595721635526672,0.03453634950785702,0.019530893492744363,0.04098474341192788,0.04904993371630579,0.049902326407387676,0.025326909841706817,0.03022190912293061,0.041421143847487,0.0,0.04652052001019628,0.017401812688821752,0.06835013830641563,0.05057784703285288,0.04989707698641416,0.05869989491067407,0.07946926388594819,0.04019303232630396,0.027211367673179394,0.0018027420655628826,0.0,0.010523267039969107,0.0038100076200152403,0.007139380171994158,0.016082970088681793,0.003059507419305492,0.006153662325247939,0.006613054659754256,0.002945749120366582
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__guilliermondii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018152729062826903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004926707621190925,0.0,0.0,0.0,0.0,0.004215597711532671,0.0,0.0,0.0,0.004248990864669641,0.0,0.0,0.0,0.0,0.0,0.0004167658966420576,0.0,0.0,0.0,0.001546232347180703,0.0009682885499878964,0.0,0.0,0.0,0.0,0.00817930057319508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027075256907267246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010814408119124866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021947101857062466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026881720430107524,0.0,0.0011011699931176876,0.0,0.023483535528596187,0.0,0.0,0.0,0.0,0.016815997922347746,0.0,0.0,0.0017644152727786012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002987214720994145,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.008939008457677233,0.0,0.026291451975161844,0.006559867421626847,0.0,0.0,0.036068782329092684,0.007495538370017847,0.01532753482148288,0.0075268179932436435,0.0,0.0026202953787517864,0.0,0.029208069858476363,0.0,0.0,0.0,0.0,0.004373481430059007,0.010647957078002476,0.003875790153647395,0.0,0.0009699321047526673,0.0013098356751607525,0.0,0.0,0.0,0.0021647252860529844,0.0021786492374727667,0.0005378657487091222,0.0,0.0028246013667425967,0.006490222521915037,0.03239518258517421,0.016928411176830513,0.0,0.0,0.0,0.0,0.0,0.014651744956560154,0.0,0.011271529888551164,0.010153221340225217,0.005631094629858536,0.0,0.0,0.012846191035292494,0.0,0.021323367773136953,0.0,0.0,0.0002495632642874969,0.008178305023815943,0.0,0.0,0.0,0.006317983456002084,0.0,0.008402713536848596,0.0,0.004670850970661217,0.0,0.0,0.0,0.0,0.0,0.0,0.03110173958882446,0.016617720793639424,0.0,0.01152832674571805,0.0,0.008935350113881912,0.0,0.0,0.0,0.0,0.03948341965426784,0.0,0.0,0.0,0.0007582733033634837,0.0,0.0,0.0031509375960651707,0.0,0.0031913963451954182,0.0,0.002760084925690021,0.0003452357466956007,0.0,0.0113388573920628,0.0,0.0,0.0,0.023578363384188623,0.01171011931064958,0.03720475936778547,0.0,0.027404015498414935,0.03778162911611785,0.0,0.0,0.007129909365558912,0.0,0.017010777821062202,0.0046932894195142036,0.012310463894310163,0.014609358458606819,0.0,0.010373001776198935,0.0024194696143080793,0.0,0.0,0.0,0.0023797933906647196,0.001302670474472669,0.0019121921370659324,0.00328593619309356,0.0007347838510838062,0.0022093118402749367
